movieId,title,genres,tagging,rating,no_of_ratings,imdbId,tmdbId,year
102,Mr. Wrong (1996),Comedy,49,2.4271708683473388,2142,117102,47475.0,1996
105,"Bridges of Madison County, The (1995)",Drama|Romance,36,3.3287841191067,11284,112579,688.0,1995
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,44,3.407142857142857,140,110251,11907.0,1994
108,Catwalk (1996),Documentary,23,3.036764705882353,136,112646,89333.0,1996
111,Taxi Driver (1976),Crime|Drama|Thriller,174,4.086422381024783,32885,75314,103.0,1976
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,118,3.398412461802191,13417,113326,33542.0,1995
113,Before and After (1996),Drama|Mystery,28,3.1252158894645943,1158,115645,43566.0,1996
116,Anne Frank Remembered (1995),Documentary,16,3.9149139579349903,1046,112373,51352.0,1995
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,28,3.5878995433789953,1314,115033,16934.0,1995
118,If Lucy Fell (1996),Comedy|Romance,18,3.0114698385726424,1177,116606,10324.0,1996
122,Boomerang (1992),Comedy|Romance,19,2.862026862026862,4095,103859,11066.0,1992
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,11,3.98831123517097,2866,109424,11104.0,1994
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,67,3.491228070175439,342,114808,37975.0,1995
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,16,2.3447828904731045,1543,110647,27793.0,1994
133,Nueba Yol (1995),Comedy|Drama,13,2.5,21,114015,55475.0,1995
136,From the Journals of Jean Seberg (1995),Documentary,20,3.564814814814815,108,113125,123360.0,1995
142,Shadows (Cienie) (1988),Drama,47,3.058139534883721,43,94878,525153.0,1988
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,51,2.8961661341853033,626,112342,30765.0,1995
148,"Awfully Big Adventure, An (1995)",Drama,46,2.907754010695187,374,112427,22279.0,1995
150,Apollo 13 (1995),Adventure|Drama|IMAX,15,3.8843006903605217,58665,112384,568.0,1995
151,Rob Roy (1995),Action|Drama|Romance|War,108,3.523970588235294,13600,114287,11780.0,1995
152,"Addiction, The (1995)",Drama|Horror,37,3.093926553672316,708,112288,34996.0,1995
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,25,2.9020622558025204,38647,112462,414.0,1995
154,Beauty of the Day (Belle de jour) (1967),Drama,69,3.7960108794197644,3309,61395,649.0,1967
155,Beyond Rangoon (1995),Adventure|Drama|War,47,3.39553368660106,1321,112495,1873.0,1995
157,Canadian Bacon (1995),Comedy|War,19,2.79353323699422,2768,109370,1775.0,1995
158,Casper (1995),Adventure|Children,17,2.890463592844545,15876,112642,8839.0,1995
159,Clockers (1995),Crime|Drama|Mystery,31,3.414043583535109,2478,112688,20649.0,1995
161,Crimson Tide (1995),Drama|Thriller|War,18,3.7451930384556924,26316,112740,8963.0,1995
162,Crumb (1994),Documentary,43,3.9871696960439897,6547,109508,26564.0,1994
163,Desperado (1995),Action|Romance|Western,26,3.4313217219083123,17167,112851,8068.0,1995
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,56,3.4602864583333335,4608,112857,8512.0,1995
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,21,3.5077587042963825,41244,112864,1572.0,1995
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,66,2.839622641509434,742,112887,13552.0,1995
167,Feast of July (1995),Drama,31,3.1904761904761907,84,113044,259209.0,1995
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,18,2.2968980797636633,4062,113114,9073.0,1995
171,Jeffrey (1995),Comedy|Drama,60,3.5982935153583617,1465,113464,17447.0,1995
173,Judge Dredd (1995),Action|Crime|Sci-Fi,45,2.5393730663709064,17131,113492,9482.0,1995
174,Jury Duty (1995),Comedy,45,2.4490116801437556,2226,113500,19326.0,1995
176,Living in Oblivion (1995),Comedy,32,3.846942880128721,2486,113677,9071.0,1995
177,Lord of Illusions (1995),Horror,21,2.8941908713692945,2410,113690,8973.0,1995
178,Love & Human Remains (1993),Comedy|Drama,11,3.3798076923076925,520,107447,15730.0,1993
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,46,1.9860046651116294,3001,113820,9070.0,1995
182,Moonlight and Valentino (1995),Drama|Romance,16,3.0807799442896937,718,113851,68274.0,1995
186,Nine Months (1995),Comedy|Romance,38,2.8698997167572533,13063,113986,11472.0,1995
187,Party Girl (1995),Comedy,36,3.451367781155015,987,114095,36196.0,1995
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,18,3.3308090136682673,2707,114194,11980.0,1995
189,Reckless (1995),Comedy|Fantasy,13,3.007288629737609,343,114241,58372.0,1995
191,"Scarlet Letter, The (1995)",Drama|Romance,24,2.688841201716738,1864,114345,10533.0,1995
192,The Show (1995),Documentary,11,3.0232558139534884,86,114435,56088.0,1995
194,Smoke (1995),Comedy|Drama,52,3.8396506005303386,6411,114478,10149.0,1995
195,Something to Talk About (1995),Comedy|Drama|Romance,24,3.090667454223272,3386,114496,18402.0,1995
197,"Stars Fell on Henrietta, The (1995)",Drama,50,3.075221238938053,113,114534,139408.0,1995
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,72,3.772781065088757,1690,58450,5967.0,1964
200,"Tie That Binds, The (1995)",Thriller,52,2.841292134831461,356,114666,79593.0,1995
202,Total Eclipse (1995),Drama|Romance,12,3.061844863731656,477,114702,36834.0,1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,18,3.1590833610096314,6022,114682,9090.0,1995
204,Under Siege 2: Dark Territory (1995),Action,30,2.930745241423809,9299,114781,3512.0,1995
208,Waterworld (1995),Action|Adventure|Sci-Fi,15,2.864803577131907,31310,114898,9804.0,1995
209,White Man's Burden (1995),Drama,53,2.8219794344473006,778,114928,31611.0,1995
211,"Browning Version, The (1994)",Drama,11,3.585526315789474,608,109340,49805.0,1994
215,Before Sunrise (1995),Drama|Romance,23,3.9036119568225853,7226,112471,76.0,1995
216,Billy Madison (1995),Comedy,95,3.2472568695489072,10663,112508,11017.0,1995
217,"Babysitter, The (1995)",Drama|Thriller,25,2.7355410447761193,1072,112438,37141.0,1995
219,"Cure, The (1995)",Drama,21,3.6080691642651295,694,112757,6715.0,1995
222,Circle of Friends (1995),Drama|Romance,14,3.5305022975756617,6311,112679,22625.0,1995
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,18,3.4358244884560674,9139,112883,1909.0,1995
225,Disclosure (1994),Drama|Thriller,77,3.286889517569982,13432,109635,8984.0,1994
226,Dream Man (1995),Thriller,21,2.6875,48,112899,61813.0,1995
227,Drop Zone (1994),Action|Thriller,16,3.06823335394764,4851,109676,4954.0,1994
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,13,2.9560056050551253,37823,109686,8467.0,1994
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,54,4.022713368002448,6538,111797,10451.0,1994
233,Exotica (1994),Drama,69,3.5249520153550864,3647,109759,20156.0,1994
234,Exit to Eden (1994),Comedy,54,2.67453250222618,3369,109758,18395.0,1994
235,Ed Wood (1994),Comedy|Drama,38,3.658249253142438,17741,109707,522.0,1994
236,French Kiss (1995),Action|Comedy|Romance,15,3.3063228075316875,13649,113117,397.0,1995
237,Forget Paris (1995),Comedy|Romance,73,3.218412886064726,6767,113097,10525.0,1995
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,30,3.1653409090909093,880,113028,27985.0,1995
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,17,3.096537120079721,4014,113198,15789.0,1995
241,Fluke (1995),Children|Drama,25,3.020100502512563,597,113089,21183.0,1995
244,Gumby: The Movie (1995),Animation|Children,16,2.357142857142857,308,113234,43475.0,1995
248,Houseguest (1994),Comedy,39,3.0127144607843137,3264,110066,17207.0,1994
249,Immortal Beloved (1994),Drama|Romance,60,3.668769113149847,5232,110116,13701.0,1994
251,"Hunted, The (1995)",Action,25,3.0381773399014778,406,113360,32631.0,1995
254,Jefferson in Paris (1995),Drama,21,2.8865030674846626,652,113463,87729.0,1995
255,"Jerky Boys, The (1995)",Comedy,77,2.277284826974268,1127,110189,18713.0,1995
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,30,2.6344997266265717,1829,113538,37108.0,1995
259,Kiss of Death (1995),Crime|Drama|Thriller,24,3.0669856459330145,2090,113552,6071.0,1995
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,13,4.120454684348836,81815,76759,11.0,1977
262,"Little Princess, A (1995)",Children|Drama,1032,3.7602985074626867,5025,113670,19101.0,1995
263,Ladybird Ladybird (1994),Drama,51,3.732360097323601,411,110296,49980.0,1994
264,"Enfer, L' (1994)",Drama,36,3.3285714285714287,175,109731,17961.0,1994
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,14,3.9159683794466402,12650,103994,18183.0,1992
267,Major Payne (1995),Comedy,28,2.9094061551798873,4614,110443,11008.0,1995
268,Little Odessa (1994),Crime|Drama,45,3.3044914134742402,757,110365,47504.0,1994
269,My Crazy Life (Mi vida loca) (1993),Drama,21,3.477272727272727,616,107566,32325.0,1993
271,Losing Isaiah (1995),Drama,13,3.3295281582952816,1314,113691,28313.0,1995
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,24,3.1224952290076335,8384,109836,3036.0,1994
274,Man of the House (1995),Comedy,25,2.8408385093167703,1288,113755,40490.0,1995
275,Mixed Nuts (1994),Comedy,29,2.7297546012269938,1630,110538,24070.0,1994
277,Miracle on 34th Street (1994),Drama,18,3.3896576193010466,11274,110527,10510.0,1994
278,Miami Rhapsody (1995),Comedy,28,3.0224766751484307,1179,113808,17402.0,1995
279,My Family (1995),Drama,28,3.6884133611691023,958,113896,38722.0,1995
282,Nell (1994),Drama,28,3.392917505030181,12425,110638,1945.0,1994
283,New Jersey Drive (1995),Crime|Drama,14,3.0923694779116464,249,113967,39310.0,1995
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,31,2.8,40,117169,109560.0,1993
290,Once Were Warriors (1994),Crime|Drama,73,3.986750348675035,4302,110729,527.0,1994
291,Poison Ivy II (1996),Drama|Thriller,15,2.3013986013986014,715,114151,18220.0,1996
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,47,3.4201166080176635,28986,114069,6950.0,1995
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,14,4.087593140477756,36504,110413,101.0,1994
294,"Perez Family, The (1995)",Comedy|Romance,35,3.172055427251732,866,114113,63020.0,1995
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,167,2.8037578288100207,479,114210,2307.0,1995
298,Pushing Hands (Tui shou) (1992),Drama,536,3.5135658914728682,258,105652,25296.0,1992
301,Picture Bride (Bijo photo) (1994),Drama|Romance,43,3.5113168724279835,486,114129,30304.0,1994
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,49,3.73828125,1664,110963,10452.0,1994
304,Roommates (1995),Comedy|Drama,31,3.1846666666666668,750,114296,161495.0,1995
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,33,2.7033323919796666,3541,110907,3586.0,1994
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,16,3.971726564463433,7958,108394,108.0,1993
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,47,3.8968635911052107,6026,111507,109.0,1994
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,57,3.639957264957265,468,110769,159185.0,1994
310,Rent-a-Kid (1995),Comedy,33,2.7827715355805243,267,114268,36357.0,1995
315,"Specialist, The (1994)",Action|Drama|Thriller,13,2.899848072924996,12506,111255,2636.0,1994
316,Stargate (1994),Action|Adventure|Sci-Fi,35,3.370404908638772,36996,111282,2164.0,1994
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,13,3.1316038787338387,17944,111070,11395.0,1994
318,"Shawshank Redemption, The (1994)",Crime|Drama,70,4.424188001918387,97999,111161,278.0,1994
319,Shallow Grave (1994),Comedy|Drama|Thriller,30,3.751434501281895,8191,111149,9905.0,1994
320,Suture (1993),Film-Noir|Thriller,405,3.25,334,108260,87078.0,1993
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,50,3.7627206645898235,963,106966,12527.0,1993
324,"Sum of Us, The (1994)",Comedy|Drama,22,3.6936475409836067,488,111309,36614.0,1994
325,National Lampoon's Senior Trip (1995),Comedy,11,2.6493624772313296,1098,113936,27993.0,1995
327,Tank Girl (1995),Action|Comedy|Sci-Fi,15,2.808528230569336,8466,114614,9067.0,1995
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,42,3.343942368482348,30053,111280,193.0,1994
330,Tales from the Hood (1995),Action|Crime|Horror,44,2.8097014925373136,1608,114609,25066.0,1995
331,Tom & Viv (1994),Drama,18,3.287435456110155,581,111454,46797.0,1994
332,Village of the Damned (1995),Horror|Sci-Fi,38,2.775219298245614,2280,114852,12122.0,1995
333,Tommy Boy (1995),Comedy,13,3.3553944137507674,13032,114694,11381.0,1995
335,Underneath (1995),Mystery|Thriller,22,3.265133171912833,413,114788,36141.0,1995
336,"Walking Dead, The (1995)",Drama|War,24,2.857827476038339,313,114888,95963.0,1995
337,What's Eating Gilbert Grape (1993),Drama,27,3.7492741812254877,19633,108550,1587.0,1993
340,"War, The (1994)",Adventure|Drama|War,58,3.3728646517739818,1522,111667,19855.0,1994
341,Double Happiness (1994),Drama,17,3.5871670702179177,413,109655,60855.0,1994
342,Muriel's Wedding (1994),Comedy,47,3.4827241046934083,13487,110598,236.0,1994
344,Ace Ventura: Pet Detective (1994),Comedy,12,2.989431678652868,45608,109040,3049.0,1994
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,57,3.62471386180585,11795,109045,2759.0,1994
347,Bitter Moon (1992),Drama|Film-Noir|Romance,47,3.437032777458309,1739,104779,10497.0,1992
348,Bullets Over Broadway (1994),Comedy,57,3.6813032815602007,8563,109348,11382.0,1994
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,16,3.6675977653631286,34547,109444,9331.0,1994
350,"Client, The (1994)",Drama|Mystery|Thriller,21,3.465123820754717,16960,109446,10731.0,1994
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,28,3.3044370351372145,3899,109484,10464.0,1994
352,Crooklyn (1994),Comedy|Drama,66,3.263948497854077,1398,109504,34152.0,1994
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,31,3.5139848543474654,18091,109506,9495.0,1994
354,Cobb (1994),Drama,14,3.1498039215686275,1275,109450,29973.0,1994
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,14,2.4150967413441955,11784,109813,888.0,1994
356,Forrest Gump (1994),Comedy|Drama|Romance|War,78,4.056584913437757,97040,109830,13.0,1994
358,Higher Learning (1995),Drama,24,3.249260667511618,2367,113305,16295.0,1995
359,I Like It Like That (1994),Comedy|Drama|Romance,609,3.291958041958042,286,110091,48992.0,1994
360,I Love Trouble (1994),Action|Comedy,72,2.7308749427393497,2183,110093,10879.0,1994
361,It Could Happen to You (1994),Comedy|Drama|Romance,11,3.323719676549865,5565,110167,10660.0,1994
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,21,3.811425853503858,47305,110357,8587.0,1994
365,Little Buddha (1993),Drama,21,3.1661585365853657,1968,107426,1689.0,1993
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,16,2.9798441734417342,2952,111686,11596.0,1994
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,142,3.1814000361766452,38699,110475,854.0,1994
368,Maverick (1994),Adventure|Comedy|Western,26,3.4052178959586366,18954,110478,9359.0,1994
369,Mrs. Parker and the Vicious Circle (1994),Drama,65,3.305410122164049,1146,110588,23333.0,1994
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,68,2.9668967958930783,16947,110622,36593.0,1994
371,"Paper, The (1994)",Comedy|Drama,30,3.258199502375028,4421,110771,12280.0,1994
372,Reality Bites (1994),Comedy|Drama|Romance,17,3.260491411176343,9198,110950,2788.0,1994
373,Red Rock West (1992),Thriller,31,3.7748911860718173,3676,105226,10427.0,1992
374,Richie Rich (1994),Children|Comedy,11,2.4427374301675977,6086,110989,11011.0,1994
375,Safe Passage (1994),Drama,41,3.2786259541984735,262,111054,49803.0,1994
376,"River Wild, The (1994)",Action|Thriller,20,3.29024685748902,13206,110997,8987.0,1994
377,Speed (1994),Action|Romance|Thriller,25,3.4866057019903174,46475,111257,1637.0,1994
379,Timecop (1994),Action|Sci-Fi|Thriller,31,2.7159767832595083,6547,111438,8831.0,1994
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,53,3.501710443535703,50864,111503,36955.0,1994
382,Wolf (1994),Drama|Horror|Romance|Thriller,16,3.0438088940320713,6049,111742,10395.0,1994
383,Wyatt Earp (1994),Western,67,3.200345580210986,5498,111756,12160.0,1994
384,Bad Company (1995),Action|Crime|Drama,18,2.981366459627329,805,112443,40480.0,1995
385,"Man of No Importance, A (1994)",Drama,25,3.565693430656934,137,110455,52038.0,1994
386,S.F.W. (1994),Drama,20,2.822834645669291,381,111048,29444.0,1994
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,14,3.490566037735849,212,109454,41580.0,1994
393,Street Fighter (1994),Action|Adventure|Fantasy,33,1.9203783996846668,2537,111301,11667.0,1994
396,Fall Time (1995),Drama,35,2.513888888888889,36,113014,28732.0,1995
408,8 Seconds (1994),Drama,15,3.232443820224719,712,109021,18069.0,1994
410,Addams Family Values (1993),Children|Comedy|Fantasy,39,3.008339393939394,20625,106220,2758.0,1993
413,Airheads (1994),Comedy,56,2.8150149296175173,7033,109068,13595.0,1994
415,Another Stakeout (1993),Comedy|Thriller,43,2.8136103583258056,3321,106292,9409.0,1993
416,Bad Girls (1994),Western,35,2.705357142857143,1848,109198,11853.0,1994
417,Barcelona (1994),Comedy|Romance,15,3.517615971814445,3406,109219,16771.0,1994
419,"Beverly Hillbillies, The (1993)",Comedy,15,2.4916217257318953,5192,106400,11041.0,1993
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,29,2.757157682681155,16381,109254,306.0,1994
422,Blink (1994),Thriller,19,3.230352303523035,1476,109297,26203.0,1994
423,Blown Away (1994),Action|Thriller,35,3.008343508343508,2457,109303,178.0,1994
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,33,3.1144473455178416,3447,106452,4722.0,1993
428,"Bronx Tale, A (1993)",Drama,11,3.818519172998763,5659,106489,1607.0,1993
429,Cabin Boy (1994),Comedy,22,2.3688524590163933,1586,109361,26391.0,1994
430,Calendar Girl (1993),Comedy|Drama,24,2.314487632508834,283,106505,117553.0,1993
431,Carlito's Way (1993),Crime|Drama,46,3.7010985941718646,10741,106519,6075.0,1993
433,Clean Slate (1994),Comedy,17,2.916471506635441,1281,109443,18658.0,1994
434,Cliffhanger (1993),Action|Adventure|Thriller,57,3.0671806566040467,27627,106582,9350.0,1993
435,Coneheads (1993),Comedy|Sci-Fi,15,2.569116982107099,15481,106598,9612.0,1993
437,Cops and Robbersons (1994),Comedy,36,2.6026246719160104,1905,109480,26261.0,1994
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,20,2.70442238267148,1108,109493,19176.0,1994
439,Dangerous Game (1993),Drama,32,2.6846153846153844,65,106660,49299.0,1993
443,"Endless Summer 2, The (1994)",Adventure|Documentary,36,3.3386837881219904,623,109729,24257.0,1994
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,53,2.4254062038404727,1354,106834,34444.0,1993
445,Fatal Instinct (1993),Comedy,59,2.8830908178625188,1993,106873,26141.0,1993
449,Fear of a Black Hat (1994),Comedy,59,3.455182072829132,714,106880,20239.0,1994
451,Flesh and Bone (1993),Drama|Mystery|Romance,26,3.0523520485584217,659,106926,18551.0,1993
454,"Firm, The (1993)",Drama|Thriller,18,3.5012111352133046,27660,106918,37233.0,1993
456,Fresh (1994),Crime|Drama|Thriller,11,3.8249258160237387,1011,109842,13815.0,1994
457,"Fugitive, The (1993)",Thriller,54,3.979976219606762,58031,106977,5503.0,1993
458,Geronimo: An American Legend (1993),Drama|Western,25,3.148301193755739,1089,107004,35588.0,1993
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,27,2.779166666666667,1200,109890,2087.0,1994
460,Getting Even with Dad (1994),Comedy,99,2.4293933054393304,956,109891,41579.0,1994
461,Go Fish (1994),Drama|Romance,13,3.3446236559139786,930,109913,18620.0,1994
467,Live Nude Girls (1995),Comedy,22,3.4274193548387095,806,113674,26271.0,1995
